Дата,Максимальная температура,Минимальная температура,Средняя температура,Атмосферное давление,Скорость ветра,Осадки,Эффективная температура,mean_ndvi
2021-09-28,17.0,5.7,11.3,1010.8,2.0,0.0,9.7,0.026769262341651154
2021-09-29,17.1,7.7,11.5,1015.3,3.0,0.0,9.2,0.026769262341651154
2021-09-30,14.4,5.9,9.9,1017.8,4.0,0.0,6.2,0.026769262341651154
2021-09-30,14.4,5.9,9.9,1017.8,4.0,0.0,6.2,0.1873466460616478
2021-10-01,14.0,4.3,10.2,1018.6,4.0,0.0,6.3,0.1873466460616478
2021-10-02,17.9,9.6,12.8,1016.5,4.0,0.0,9.7,0.1873466460616478
2021-10-03,16.2,9.1,12.8,1014.3,4.0,0.0,9.5,0.1873466460616478
2021-10-04,10.8,7.8,9.3,1014.8,4.0,1.0,6.1,0.1873466460616478
2021-10-05,13.2,8.3,10.3,1017.2,4.0,1.0,7.0,0.1873466460616478
2021-10-06,13.0,5.4,8.7,1020.2,4.0,0.0,5.0,0.1873466460616478
2021-10-07,13.3,4.6,8.9,1020.3,4.0,0.0,5.2,0.1873466460616478
2021-10-08,14.5,4.6,9.3,1019.4,5.0,0.0,4.9,0.1873466460616478
2021-10-09,15.8,4.4,10.1,1016.9,4.0,0.0,6.5,0.1873466460616478
2021-10-10,15.9,7.7,11.0,1015.9,3.0,0.0,8.3,0.1873466460616478
2021-10-10,15.9,7.7,11.0,1015.9,3.0,0.0,8.3,0.14386113713341647
2021-10-11,20.2,6.1,12.7,1011.4,2.0,0.0,11.1,0.14386113713341647
2021-10-12,21.6,7.1,14.2,1004.5,1.0,0.0,13.6,0.14386113713341647
2021-10-13,21.7,10.6,14.9,1000.6,2.0,0.0,14.1,0.14386113713341647
2021-10-14,18.6,8.9,13.9,1011.7,3.0,0.0,11.9,0.14386113713341647
2021-10-15,19.3,7.3,13.6,1012.6,3.0,0.0,11.5,0.14386113713341647
2021-10-16,19.5,9.0,13.4,1006.1,2.0,0.0,11.7,0.14386113713341647
2021-10-17,21.7,7.1,13.9,1004.0,1.0,0.0,13.4,0.14386113713341647
2021-10-18,19.0,5.7,11.4,1007.0,1.0,0.0,10.2,0.14386113713341647
2021-10-19,11.4,3.3,6.9,1012.0,2.0,0.0,4.7,0.14386113713341647
2021-10-20,11.6,-0.6,4.7,1018.8,2.0,0.0,2.0,0.14386113713341647
2021-10-20,11.6,-0.6,4.7,1018.8,2.0,0.0,2.0,0.3561432999170217
2021-10-21,17.0,-1.2,7.2,1016.0,2.0,0.0,4.7,0.3561432999170217
2021-10-22,22.1,2.6,11.6,1009.7,2.0,0.0,9.6,0.3561432999170217
2021-10-23,20.9,5.6,12.9,1009.8,1.0,0.0,12.1,0.3561432999170217
2021-10-24,12.7,5.0,9.2,1012.1,1.0,12.0,8.3,0.3561432999170217
2021-10-25,10.1,0.3,4.6,1019.7,1.0,12.0,2.9,0.3561432999170217
2021-10-26,8.1,-0.4,3.7,1023.3,2.0,0.0,0.9,0.3561432999170217
2021-10-27,10.9,-1.0,4.1,1017.1,2.0,0.0,1.5,0.3561432999170217
2021-10-28,11.6,-2.8,4.3,1015.1,1.0,0.0,2.4,0.3561432999170217
2021-10-29,11.6,0.4,5.9,1017.5,1.0,0.0,4.3,0.3561432999170217
2021-10-30,13.4,3.1,7.6,1021.3,3.0,0.0,4.8,0.3561432999170217
2021-10-30,13.4,3.1,7.6,1021.3,3.0,0.0,4.8,-0.03203528186702999
2021-10-31,13.5,4.5,8.7,1016.9,3.0,0.0,6.1,-0.03203528186702999
2021-11-01,17.9,7.7,12.2,1010.7,3.0,0.0,10.2,-0.03203528186702999
2021-11-02,13.6,9.8,11.5,1005.7,2.0,4.0,10.3,-0.03203528186702999
2021-11-03,15.1,9.6,12.4,1008.4,2.0,2.0,11.3,-0.03203528186702999
2021-11-04,19.3,11.1,14.0,1016.9,1.0,0.0,13.9,-0.03203528186702999
2021-11-05,18.0,7.0,12.0,1017.0,2.0,0.0,10.6,-0.03203528186702999
2021-11-06,17.6,7.1,11.2,1013.9,2.0,0.0,9.8,-0.03203528186702999
2021-11-07,11.4,6.8,9.3,1014.6,1.0,0.0,8.5,-0.03203528186702999
2021-11-08,16.6,6.4,11.6,1010.7,1.0,0.0,11.1,-0.03203528186702999
2021-11-09,13.0,5.0,8.6,1009.7,2.0,1.0,7.0,-0.03203528186702999
2021-11-09,13.0,5.0,8.6,1009.7,2.0,1.0,7.0,0.369487880250618
2021-11-10,4.3,0.6,2.8,1021.5,3.0,14.0,-0.5,0.369487880250618
2021-11-11,5.4,-2.1,1.5,1025.0,2.0,0.0,-1.5,0.369487880250618
2021-11-12,11.7,-2.1,4.8,1015.7,2.0,0.0,2.3,0.369487880250618
2021-11-13,10.9,2.9,5.4,1016.1,1.0,0.0,3.8,0.369487880250618
2021-11-14,10.1,2.1,5.2,1017.7,3.0,0.0,2.1,0.369487880250618
2021-11-15,8.6,-0.2,3.2,1016.7,3.0,0.0,-0.2,0.369487880250618
2021-11-16,4.0,-2.9,-0.3,1024.4,3.0,0.0,-4.2,0.369487880250618
2021-11-17,5.7,-5.1,-0.6,1018.0,3.0,0.0,-4.5,0.369487880250618
2021-11-18,7.2,-5.1,0.5,1013.9,2.0,0.0,-2.5,0.369487880250618
2021-11-19,6.3,-0.7,3.2,1007.9,1.0,0.0,1.3,0.369487880250618
2021-11-19,6.3,-0.7,3.2,1007.9,1.0,0.0,1.3,0.38911209174885697
2021-11-20,10.5,3.0,7.2,1001.0,4.0,2.0,3.8,0.38911209174885697
2021-11-21,11.6,3.8,7.2,1005.1,3.0,4.0,4.3,0.38911209174885697
2021-11-22,14.9,3.4,7.7,1006.8,2.0,0.0,5.7,0.38911209174885697
2021-11-23,10.6,2.9,6.7,1005.6,2.0,1.0,4.8,0.38911209174885697
2021-11-24,2.3,-2.0,0.8,1014.0,2.0,9.0,-2.0,0.38911209174885697
2021-11-25,3.0,-4.1,-1.1,1018.1,1.0,0.0,-3.6,0.38911209174885697
2021-11-26,7.0,-3.6,1.4,1012.4,2.0,0.0,-1.5,0.38911209174885697
2021-11-27,6.3,-0.4,3.2,1005.0,3.0,0.0,-0.1,0.38911209174885697
2021-11-28,17.1,4.9,11.4,1002.5,2.0,0.0,9.9,0.38911209174885697
2021-11-29,16.8,7.5,13.1,997.9,2.0,7.0,11.8,0.38911209174885697
2021-11-29,16.8,7.5,13.1,997.9,2.0,7.0,11.8,0.0039076321310746506
2021-11-30,14.0,9.9,11.8,990.8,3.0,7.0,9.9,0.0039076321310746506
2021-12-01,9.7,2.0,5.4,993.7,4.0,6.0,1.6,0.0039076321310746506
2021-12-02,8.1,1.5,4.2,1006.1,2.0,4.0,1.7,0.0039076321310746506
2021-12-03,12.3,1.7,6.2,1008.0,2.0,0.0,3.6,0.0039076321310746506
2021-12-04,15.6,4.6,8.7,1004.1,1.0,0.0,7.0,0.0039076321310746506
2021-12-05,11.8,4.7,8.1,1002.2,2.0,1.0,6.0,0.0039076321310746506
2021-12-06,10.6,4.5,7.3,1009.3,1.0,0.0,6.0,0.0039076321310746506
2021-12-07,14.5,4.5,8.8,1005.7,3.0,0.0,6.0,0.0039076321310746506
2021-12-08,10.6,4.5,7.6,1000.1,3.0,0.0,5.0,0.0039076321310746506
2021-12-09,11.8,5.6,8.6,1007.5,1.0,0.0,7.4,0.0039076321310746506
2021-12-09,11.8,5.6,8.6,1007.5,1.0,0.0,7.4,-0.007328768070311318
2021-12-10,12.1,5.3,8.2,1014.5,1.0,0.0,7.0,-0.007328768070311318
2021-12-11,4.5,2.6,3.4,1015.4,3.0,0.0,0.3,-0.007328768070311318
2021-12-12,3.3,0.9,2.1,1016.7,4.0,0.0,-1.9,-0.007328768070311318
2021-12-13,8.3,0.8,3.7,1012.1,4.0,0.0,-0.3,-0.007328768070311318
2021-12-14,9.2,2.3,5.6,1008.4,2.0,0.0,3.2,-0.007328768070311318
2021-12-15,7.6,5.0,6.2,1007.5,3.0,0.0,3.4,-0.007328768070311318
2021-12-16,5.5,4.6,4.9,1009.6,2.0,0.0,2.6,-0.007328768070311318
2021-12-17,5.0,2.5,4.0,1002.2,1.0,3.0,2.3,-0.007328768070311318
2021-12-18,3.9,1.4,2.1,1003.2,2.0,2.0,-0.6,-0.007328768070311318
2021-12-19,3.8,0.3,1.9,1002.3,3.0,0.0,-1.6,-0.007328768070311318
2021-12-19,3.8,0.3,1.9,1002.3,3.0,0.0,-1.6,0.0059945268809741365
2021-12-20,5.7,0.2,3.0,993.7,2.0,1.0,0.4,0.0059945268809741365
2021-12-21,2.7,-1.5,0.1,1000.1,1.0,10.0,-2.2,0.0059945268809741365
